"id"	"repo"	"path"	"sha256"	"total"	"passed"	"failed"	"skipped"	"failing_tests"	"first_assertion_or_exception"	"classification"	"classification_source"	"successor_trx"	"reason"
"P04FR0113"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-c1-all-current-guards-red.trx"	"8E6EA396F73D170DDFA28417D0E1696A0EF5F05C00953DE704C7441AB77587E0"	"2"	"1"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_ExportRequiresIndependentAuthorityForRetainedSource(withdrawBeforeFreeze: True)"	"Assert.Equal() Failure: Strings differ ↓ (pos 0) Expected: ""AuthorityInvalid"" Actual: ""Frozen"" ↑ (pos 0)"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0114"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-c1-export-independent-v2.trx"	"0ED462E7691EEEECD5AEBD3D3F78573B51F740475958B2C132F37B887B62953D"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_ExportRequiresIndependentAuthorityForRetainedSource"	"Npgsql.PostgresException : P0001: RAW_EXPORT_ACTOR_CONTEXT_MISSING"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0115"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-c1-export-independent-v3.trx"	"633BB5D312F2520FA848C00409B23FD15DA038A5321B8C1810BB3200063F5861"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_ExportRequiresIndependentAuthorityForRetainedSource"	"TagEkyc.Domain.RawExportJobException : RAW_EXPORT_JOB_IDEMPOTENCY_CONFLICT"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0116"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-c1-export-independent.trx"	"6C702CA8CE642B872F7A21F0C6CC10B07C9DA4085F6C005898F462B6121D1B47"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_ExportRequiresIndependentAuthorityForRetainedSource"	"Npgsql.PostgresException : P0001: RAW_EXPORT_ACTOR_CONTEXT_MISSING"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0117"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-c1-seal-current-guards-red.trx"	"A3ECDCFED9CE21E2CA9CA47979C6BC30E677BE6C9326FBE8771A507BE4B366D1"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_RetainedSeal_RechecksAuthorityAfterProviderPreparation"	"Assert.Equal() Failure: Values differ Expected: AuthorityInvalid Actual: Sealed"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0118"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-c1c3-independent-v1.trx"	"AB473CC7C9A44DA0A4724484F2994AB6C6FB0A5A5C28589008D3B8CADB1BB12C"	"2"	"1"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_ExportRequiresIndependentAuthorityForRetainedSource(withdrawBeforeFreeze: False)"	"Assert.Equal() Failure: Strings differ ↓ (pos 3) Expected: ""PutStarted"" Actual: ""PutInFlight"" ↑ (pos 3)"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0119"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-c1c3-migration-v2.trx"	"0C13B5D65DA13CB3BEC90D27937DF7F5F46A37D911C8453B663D395C973A700A"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3MigrationTests.A3_MigrationDiscovery_FromEmptyMatchesCurrentModelAndHistory"	"Npgsql.PostgresException : P0001: A3_C3_AUTHORITY_READ_DRIFT"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0120"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-c1c3-migration-v3.trx"	"F054752095C9FE33F114D0926C43667EB3B280D932882165E5B394D69365DEF0"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3MigrationTests.A3_MigrationDiscovery_FromEmptyMatchesCurrentModelAndHistory"	"Npgsql.PostgresException : P0001: A3_C3_AUTHORITY_READ_DRIFT"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0121"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-c1c3-migration-v4.trx"	"49C729BB0A7A221F40BC58747FABB805190B7128A7D8AB5A900D2B8052236943"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3MigrationTests.A3_MigrationDiscovery_FromEmptyMatchesCurrentModelAndHistory"	"Npgsql.PostgresException : P0001: A3_C3_AUTHORITY_READ_DRIFT"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0122"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-c1c3-migration.trx"	"CB3F83B3795FFB61206E03093E90D12C25F3F70BB599BD9052598F6E546B318C"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3MigrationTests.A3_MigrationDiscovery_FromEmptyMatchesCurrentModelAndHistory"	"Npgsql.PostgresException : P0001: A3_C3_DECLARATION_DRIFT"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0123"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-c3-current-guards-red.trx"	"94C7613F2D940F00F267F8D58CD2FD429C3ACB0C225D9A57ACD0DADFE591FD11"	"2"	"1"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_ExportRequiresIndependentAuthorityForRetainedSource(withdrawBeforeFreeze: False)"	"Assert.Equal() Failure: Strings differ ↓ (pos 0) Expected: ""Ineligible"" Actual: ""Started"" ↑ (pos 0)"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0124"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-cp04-c3-prefix-red.trx"	"9C62C76C0EB7A0D789922E398C1F842FD37C4BFB952E5062543CFE43D9AFD3A9"	"2"	"1"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_C3Begin_ActualB2WithdrawalSessionOrder(withdrawalFirst: True)"	"The loser must wait at the actual verification_sessions row before the E01 reference key."	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0125"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-cp04-c3-race.trx"	"5A5486E34A46AA43AF54527777525E5DEA50911EA2620AB3CCF377CFC0BCCB09"	"2"	"1"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_C3Begin_ActualB2WithdrawalSessionOrder(withdrawalFirst: False)"	"Assert.Equal() Failure: Values differ Expected: 1 Actual: 0"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0126"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-cp04-freeze-prefix-red.trx"	"B6405F35647648F2E2F64F494118E5794D394CE302A4175A21B0CCE8B5C13040"	"2"	"1"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_C1Freeze_ActualB2WithdrawalSessionOrder(withdrawalFirst: True)"	"The loser must wait at the actual verification_sessions row before the E01 reference key."	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0127"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-cp04-multi-session-order-red.trx"	"BCA734A31A137D4E1684B496B96159B895ACEFD3FDF3A4781BAABF9F945BA279"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_C1Seal_MultiSessionReverseInputLocksSessionsInUuidOrder"	"A third transaction must wait behind seal on the lower UUID row, proving lower-before-higher acquisition."	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0128"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-cp04-multi-session-v2.trx"	"D9EB491A01992307F45796E185C1F0DABCB39994FA0D905755BE55CD52156AF1"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_C1Seal_MultiSessionReverseInputLocksSessionsInUuidOrder"	"Npgsql.PostgresException : P0001: RAW_EXPORT_SUBJECT_CONSENT_AUTHORITY_REVISION_CONFLICT"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0129"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-cp04-multi-session-v3.trx"	"BAD933ECF87E2764C3B81141B48CF83DD47B3AC706189682482D26F1CCAAAB32"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_C1Seal_MultiSessionReverseInputLocksSessionsInUuidOrder"	"Npgsql.PostgresException : 23505: duplicate key value violates unique constraint ""UQ_capability_lookup"" DETAIL: Key (""KeyLookupPrefix"")=(abcdefghijkl) already exists."	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0130"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-cp04-multi-session-v4.trx"	"931C07BB592FA880DE31D99DA50F2616B6C70AC4BD38705FD63DFD5E47F4C8F1"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_C1Seal_MultiSessionReverseInputLocksSessionsInUuidOrder"	"Assert.Equal() Failure: Collections differ ↓ (pos 0) Expected: [705dab64-c941-48e1-8d76-444ff6073e86, 1f18a0c7-13a4-4494-8283-a074d470aeb9] Actual: []"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0131"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-cp04-multi-session-v5.trx"	"8FC04DB5C562D569A9287518FB2B69E67C631D06A5EEF13507AE721BFF2B06B8"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_C1Seal_MultiSessionReverseInputLocksSessionsInUuidOrder"	"Npgsql.PostgresException : P0001: RAW_EXPORT_ACTOR_CONTEXT_MISSING"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0132"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-cp04-roundtrip-v2.trx"	"01894EFB079AF84900DFC0B111A614D8CDF8396FECE5281E8E53722623219B4F"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3MigrationTests.A3_CaptureLineageMigration_EmptyRoundTripRestoresPredecessor"	"Npgsql.PostgresException : P0001: A3_C3_AUTHORITY_GUARD_DRIFT"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0133"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-cp04-roundtrip.trx"	"69B6A9AD6676BD2E16AECFD4F26A5700912CBD1D9D7C8FD07B0A696DAB49566A"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3MigrationTests.A3_CaptureLineageMigration_EmptyRoundTripRestoresPredecessor"	"Npgsql.PostgresException : 42601: ""authority_kind"" is not a known variable"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0134"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-cp04-seal-prefix-red-v2.trx"	"23C2F85F0C3C679ACBDA1EA218E4AB940DF0D120182843BF80772EFFD46185B3"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_C1Seal_ActualB2WithdrawalSessionOrder(withdrawalFirst: True)"	"A seal must wait at the actual session row before requesting the E01 reference lock."	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0135"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-cp11-lock-clock-mutation.trx"	"1D86B2714CB840A9365E30962AAAE05110953A2C89A6B820E9196B72DEB0AB7D"	"4"	"1"	"3"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3MigrationTests.A3_MigrationPopulationGuard_WaitsForWriterThenRejectsWithoutLoss(down: True); TagEkyc.IntegrationTests.Tip88C1C6BA3MigrationTests.A3_MigrationPopulationGuard_WaitsForWriterThenRejectsWithoutLoss(down: False); TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.A3_R20_RetainedReplace_RechecksExpiryAfterReferenceWait(expireDuringWait: True)"	"Migration must wait at the real session table BEFORE its population check."	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0136"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-crossborder-clock-first.trx"	"A5D5A235F24FF63E842F4725C3D5162F97A22F233A051D2FABF012E5FF01A8AA"	"6"	"0"	"6"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_RetainedStages_CrossBorderFulfillmentWaitUsesFreshClock(checkpoint: 3, expiresWhileWaiting: True); TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_RetainedStages_CrossBorderFulfillmentWaitUsesFreshClock(checkpoint: 5, expiresWhileWaiting: False); TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_RetainedStages_CrossBorderFulfillmentWaitUsesFreshClock(checkpoint: 4, expiresWhileWaiting: False); TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_RetainedStages_CrossBorderFulfillmentWaitUsesFreshClock(checkpoint: 3, expiresWhileWaiting: False); TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_RetainedStages_CrossBorderFulfillmentWaitUsesFreshClock(checkpoint: 5, expiresWhileWaiting: True); TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_RetainedStages_CrossBorderFulfillmentWaitUsesFreshClock(checkpoint: 4, expiresWhileWaiting: True)"	"Npgsql.PostgresException : P0001: RAW_EXPORT_FULFILLMENT_SUPERSEDES_STALE"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0137"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-crossborder-prefix-red-rerun.trx"	"4FA69126BDF3AC36AF4D7D8DA7EDCF74767EB5FFD2B6AB9CEDA4C491409374DF"	"6"	"3"	"3"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_RetainedStages_CrossBorderFulfillmentWaitUsesFreshClock(checkpoint: 5, expiresWhileWaiting: True); TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_RetainedStages_CrossBorderFulfillmentWaitUsesFreshClock(checkpoint: 4, expiresWhileWaiting: True); TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_RetainedStages_CrossBorderFulfillmentWaitUsesFreshClock(checkpoint: 3, expiresWhileWaiting: True)"	"Assert.Equal() Failure: Strings differ ↓ (pos 0) Expected: ""SourceRetentionNotAuthorized"" Actual: ""Available"" ↑ (pos 0)"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0138"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-crossborder-prefix-red.trx"	"D21D63ADBA7750ECD01FA794A09067E623D590ECA44A62F0883B0F3EF84F736A"	"6"	"0"	"6"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_RetainedStages_CrossBorderFulfillmentWaitUsesFreshClock(checkpoint: 5, expiresWhileWaiting: False); TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_RetainedStages_CrossBorderFulfillmentWaitUsesFreshClock(checkpoint: 5, expiresWhileWaiting: True); TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_RetainedStages_CrossBorderFulfillmentWaitUsesFreshClock(checkpoint: 3, expiresWhileWaiting: True); TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_RetainedStages_CrossBorderFulfillmentWaitUsesFreshClock(checkpoint: 4, expiresWhileWaiting: True); TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_RetainedStages_CrossBorderFulfillmentWaitUsesFreshClock(checkpoint: 3, expiresWhileWaiting: False); TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_RetainedStages_CrossBorderFulfillmentWaitUsesFreshClock(checkpoint: 4, expiresWhileWaiting: False)"	"Npgsql.NpgsqlException : Exception while reading from stream ---- System.IO.EndOfStreamException : Attempted to read past the end of the stream."	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0139"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-e01-checkpoint-head-repin-red.trx"	"1D0831058894F47745A1CDC110379CABBA83C0384A7F6EB8C80B2FEE2FDD2E00"	"4"	"0"	"4"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.E01_RevisionInvalidation_UpdatedReferenceRejectsActualR1R3R4R5(checkpoint: 5); TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.E01_RevisionInvalidation_UpdatedReferenceRejectsActualR1R3R4R5(checkpoint: 3); TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.E01_RevisionInvalidation_UpdatedReferenceRejectsActualR1R3R4R5(checkpoint: 1); TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.E01_RevisionInvalidation_UpdatedReferenceRejectsActualR1R3R4R5(checkpoint: 4)"	"Assert.Equal() Failure: Strings differ ↓ (pos 0) Expected: ""SourceRetentionNotAuthorized"" Actual: ""Available"" ↑ (pos 0)"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0140"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-e01-cp11-ddl-literal.trx"	"4DC22C129905ADC8D0E86E89AE680FC33D9608B347634ED01BF8FF29D56536F4"	"12"	"0"	"12"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_ReferenceSurvivesCredentialRevocationAndReplacement; TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_PreservesExactExistingSessionSubjectRef(subjectRef: ""subject\rA""); TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_PreservesExactExistingSessionSubjectRef(subjectRef: ""subject\nA""); TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_CrossClientBindingMutationRejects(changeSession: False); TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_PreservesExactExistingSessionSubjectRef(subjectRef: ""subject\r\nA""); TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.ExistingConsentReference_IsBoundNotAssumed; TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_RequestCannotInjectClientIdentity(member: ""principalId""); TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_ExactReplayDoesNotReauthorizeAfterWithdrawal; TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_RequestCannotInjectClientIdentity(member: ""clientApplicationId""); TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_CrossClientBindingMutationRejects(changeSession: True); TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_RequestCannotInjectClientIdentity(member: ""ClientApplicationId""); TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_RecordSqlCommitsRealGraph"	"Npgsql.PostgresException : 42601: syntax error at end of input POSITION: 4611"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0141"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-e01-cp11-ddl.trx"	"D783A56749EF887AD7E42DF7ADBA3BE59C536A830F2928ED2DB8E4A013865A76"	"12"	"0"	"12"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_CrossClientBindingMutationRejects(changeSession: True); TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_PreservesExactExistingSessionSubjectRef(subjectRef: ""subject\rA""); TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_RequestCannotInjectClientIdentity(member: ""clientApplicationId""); TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_RequestCannotInjectClientIdentity(member: ""ClientApplicationId""); TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_CrossClientBindingMutationRejects(changeSession: False); TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_RecordSqlCommitsRealGraph; TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.ExistingConsentReference_IsBoundNotAssumed; TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_ExactReplayDoesNotReauthorizeAfterWithdrawal; TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_PreservesExactExistingSessionSubjectRef(subjectRef: ""subject\r\nA""); TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_PreservesExactExistingSessionSubjectRef(subjectRef: ""subject\nA""); TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_RequestCannotInjectClientIdentity(member: ""principalId""); TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_ReferenceSurvivesCredentialRevocationAndReplacement"	"System.FormatException : Index (zero based) must be greater than or equal to zero and less than the size of the argument list."	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0142"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-e01-ddl-acl-red.trx"	"2F4E08AF55D03068EA917D11FE8211DB7945BB2BD1823B620BE3A1807FB2B93B"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_DdlGraphAndAcl_DirectWritesAndHeadWithoutEventRollBack"	"Assert.Throws() Failure: No exception was thrown Expected: typeof(Npgsql.PostgresException)"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0143"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-e01-ddl-actor-red.trx"	"6B2CD56D69B9A3F0E9AA53C4C0A3224E92A2AB7BA90D92047EE36C9842F66079"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_DdlGraphAndAcl_DirectWritesAndHeadWithoutEventRollBack"	"Assert.Throws() Failure: No exception was thrown Expected: typeof(Npgsql.PostgresException)"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0144"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-e01-ddl-binding-graph-red.trx"	"869F0012DDFBE0BDCA918F4545B1D44DA787544D791F62F828F869EF63FDF0ED"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_DdlGraphAndAcl_DirectWritesAndHeadWithoutEventRollBack"	"Assert.Throws() Failure: No exception was thrown Expected: typeof(Npgsql.PostgresException)"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
