id	path	sha256	total	passed	failed	skipped	failing_tests	first_assertion_or_exception	classification	guard_or_row	successor_trx	exclusion_reason	locator
FR038	server/tests/TagEkyc.IntegrationTests/TestResults/a3-r2r6-th7-entry-gate-diagnostic.trx	0B30A78D1525CA7FFD5966F2C1A97D74D85079855D31CC6198882A5D672F357C	4	0	4	0	TagEkyc.IntegrationTests.Tip88C1C6BA3R2R6ClusterHttpTests.R2R6HttpsPublicationReplayAndMismatchScenarios(contentMismatch: False, dropResponse: True, withObsolete: True); TagEkyc.IntegrationTests.Tip88C1C6BA3R2R6ClusterHttpTests.R2R6HttpsPublicationReplayAndMismatchScenarios(contentMismatch: True, dropResponse: False, withObsolete: False); TagEkyc.IntegrationTests.Tip88C1C6BA3R2R6ClusterHttpTests.R2R6HttpsPublicationReplayAndMismatchScenarios(contentMismatch: False, dropResponse: False, withObsolete: False); TagEkyc.IntegrationTests.Tip88C1C6BA3R2R6ClusterHttpTests.R2R6HttpsPublicationReplayAndMismatchScenarios(contentMismatch: False, dropResponse: True, withObsolete: False)	Assert.True() Failure Expected: True Actual: False	EXCLUDED_DIAGNOSTIC			Test-only R5 gate insertion failed; other controls could not start unavailable pinned MinIO image before target assertion.	packet#failed-run-audit/FR038;matrix#failed-run-audit/FR038;ledger#failed-run-audit/FR038
FR039	server/tests/TagEkyc.IntegrationTests/TestResults/a3-r2r6-th7-extended-horizon-diagnostic.trx	F07B67A2EA85EB9FDC0228E57795D05EA0B5182BB1AA518656C0336384B664AE	1	0	1	0	TagEkyc.IntegrationTests.Tip88C1C6BA3R2R6ClusterHttpTests.R2R6HttpsPublicationReplayAndMismatchScenarios(contentMismatch: False, dropResponse: True)	R4 did not commit after staging was released; first=Faulted, exception=System.AggregateException: One or more errors occurred. (TEST_ONLY_EXPECTED_BUSINESS_RESPONSE status=503 body={"code":"NOT_READY","correlationId":"0HNOLDCFHE3GT:00000001"}) ---> System.InvalidOperationException: TEST_ONLY_EXPECTED_BUSINESS_RESPONSE status=503 body={"code":"NOT_READY","correlationId":"0HNOLDCFHE3GT:00000001"} at TagEkyc.IntegrationTests.Tip88C1C6BA3R2R6ClusterHttpTests.LostResponseAfterCommitHandler.SendAsync(	EXCLUDED_DIAGNOSTIC			R4 did not commit; test loss handler observed 503 NOT_READY before intended TH7 boundary.	packet#failed-run-audit/FR039;matrix#failed-run-audit/FR039;ledger#failed-run-audit/FR039
FR040	server/tests/TagEkyc.IntegrationTests/TestResults/a3-r2r6-th7-long-margin-diagnostic.trx	1ED5B1EF3758CB8521CC206ECDD2FD3BA97E3D27D4F361AF66C0A0C4CBBEA905	1	0	1	0	TagEkyc.IntegrationTests.Tip88C1C6BA3R2R6ClusterHttpTests.R2R6HttpsPublicationReplayAndMismatchScenarios(contentMismatch: False, dropResponse: True)	R4 did not commit after staging was released; first=Faulted, exception=System.AggregateException: One or more errors occurred. (TEST_ONLY_EXPECTED_BUSINESS_RESPONSE status=503 body={"code":"NOT_READY","correlationId":"0HNOLDDL07Q85:00000001"}) ---> System.InvalidOperationException: TEST_ONLY_EXPECTED_BUSINESS_RESPONSE status=503 body={"code":"NOT_READY","correlationId":"0HNOLDDL07Q85:00000001"} at TagEkyc.IntegrationTests.Tip88C1C6BA3R2R6ClusterHttpTests.LostResponseAfterCommitHandler.SendAsync(	EXCLUDED_DIAGNOSTIC			R4 did not commit; test loss handler observed 503 NOT_READY before intended TH7 boundary.	packet#failed-run-audit/FR040;matrix#failed-run-audit/FR040;ledger#failed-run-audit/FR040
FR041	server/tests/TagEkyc.IntegrationTests/TestResults/a3-r2r6-th7-publication-insert-diagnostic.trx	4422402E4378028089203FBBA5FEEC74BC89C72FFF87E2CF19597D43F36A87AD	1	0	1	0	TagEkyc.IntegrationTests.Tip88C1C6BA3R2R6ClusterHttpTests.R2R6HttpsPublicationReplayAndMismatchScenarios(contentMismatch: False, dropResponse: True)	R4 did not commit after staging was released; first=Faulted, exception=System.AggregateException: One or more errors occurred. (The given key was not present in the dictionary.) ---> System.Collections.Generic.KeyNotFoundException: The given key was not present in the dictionary. at System.Text.Json.JsonElement.GetProperty(String propertyName) at TagEkyc.IntegrationTests.Tip88C1C6BA3R2R6ClusterHttpTests.LostResponseAfterCommitHandler.SendAsync(HttpRequestMessage request, CancellationToken cancel	EXCLUDED_DIAGNOSTIC			Test loss handler threw KeyNotFoundException while parsing response before TH7 target.	packet#failed-run-audit/FR041;matrix#failed-run-audit/FR041;ledger#failed-run-audit/FR041
FR042	server/tests/TagEkyc.IntegrationTests/TestResults/a3-r2r6-th7-same-source-diagnostic.trx	9F905A0455A0CFBDAAA7233BB7D0F763E2916F192FBDE597F5F25893F8A949D7	3	2	1	0	TagEkyc.IntegrationTests.Tip88C1C6BA3R2R6ClusterHttpTests.R2R6HttpsPublicationReplayAndMismatchScenarios(contentMismatch: False, dropResponse: True)	Assert.True() Failure Expected: True Actual: False	EXCLUDED_DIAGNOSTIC			Pre-correction same-source control failed completion assertion before accepted TH7 cleanup proof.	packet#failed-run-audit/FR042;matrix#failed-run-audit/FR042;ledger#failed-run-audit/FR042
FR043	server/tests/TagEkyc.IntegrationTests/TestResults/a3-r2r6-th7-skip-cleanup-red.trx	44DC0101C3EA6A647E6D4B04F1B44F559A5D93B8E99ED326FC730C1E969FE175	1	0	1	0	TagEkyc.IntegrationTests.Tip88C1C6BA3R2R6ClusterHttpTests.R2R6HttpsPublicationReplayAndMismatchScenarios(contentMismatch: False, dropResponse: True, withObsolete: True)	Assert.True() Failure Expected: True Actual: False	EVIDENCE_RED	G-L R6 Available+Pending dispatch / BP12		Reached targeted guard; count only within the stated bounded proof.	packet#failed-run-audit/FR043;matrix#failed-run-audit/FR043;ledger#failed-run-audit/FR043
FR044	server/tests/TagEkyc.IntegrationTests/TestResults/a3-r2r6-th8-successor-r2r5-phase-a.trx	CEA397C9948635CBB9673201F4A3B9CF0F0C10F403923C5194156D791CFC6E1A	1	0	1	0	TagEkyc.IntegrationTests.Tip88C1C6BA3R2TerminalProjectionTests.Re01_SettledSameOwnerSuccessorRunsExistingR2R5WithoutOldAttemptRewrite	System.InvalidOperationException : Sequence contains no elements.	EXCLUDED_DIAGNOSTIC			Test incorrectly required a predecessor key row in a pre-provider R1 attempt; setup assertion.	packet#failed-run-audit/FR044;matrix#failed-run-audit/FR044;ledger#failed-run-audit/FR044
FR045	server/tests/TagEkyc.IntegrationTests/TestResults/a3-r2r6-th9-encryption-failure-phase-a.trx	48DA3D6523010243D26189205D89120E0E6B608B7F8467E6C282B59053FA274E	1	0	1	0	TagEkyc.IntegrationTests.Tip88C1C6BA3R2R6ClusterHttpTests.R2R6HttpsPublicationReplayAndMismatchScenarios(contentMismatch: False, dropResponse: False, withObsolete: False, encryptionFailure: True)	Npgsql.NpgsqlException : Exception while reading from stream ---- System.IO.IOException : Unable to read data from the transport connection: An established connection was aborted by the software in your host machine.. -------- System.Net.Sockets.SocketException : An established connection was aborted by the software in your host machine.	EXCLUDED_DIAGNOSTIC			PostgreSQL bootstrap connection aborted before test body.	packet#failed-run-audit/FR045;matrix#failed-run-audit/FR045;ledger#failed-run-audit/FR045
FR046	server/tests/TagEkyc.IntegrationTests/TestResults/a3-r2r6-ti-r3-final-guard-red.trx	A33808B13806F78A4E622B4EAA9CD818B88BA648C164701C66E4590A29DB953A	2	1	1	0	TagEkyc.IntegrationTests.Tip88C1C6BA3R2TerminalProjectionTests.StageCannotOvertakeTerminalIntent(intentFirst: True)	Npgsql.PostgresException : P0001: A3_R2_TERMINAL_INTENT_STAGE_FORBIDDEN	EVIDENCE_RED	G-S R3 terminal-intent exclusion / BP18		Reached targeted guard; count only within the stated bounded proof.	packet#failed-run-audit/FR046;matrix#failed-run-audit/FR046;ledger#failed-run-audit/FR046
FR047	server/tests/TagEkyc.IntegrationTests/TestResults/a3-r2r6-ti-r3-final-restored-joined.trx	EECA94235DF240FC7693F259B694E9466687F28D1295CE92E2467BC3E82C5914	5	0	5	0	TagEkyc.IntegrationTests.Tip88C1C6BA3R2TerminalProjectionTests.Ti01_ExactTupleAndCauseReplayPreservesOnlyIntent(code: "CONTENT_COMMITMENT_MISMATCH"); TagEkyc.IntegrationTests.Tip88C1C6BA3R2TerminalProjectionTests.Ti01_ExactTupleAndCauseReplayPreservesOnlyIntent(code: "RECAPTURE_REQUIRED"); TagEkyc.IntegrationTests.Tip88C1C6BA3R2TerminalProjectionTests.Ti01_ExactTupleAndCauseReplayPreservesOnlyIntent(code: "RAW_EXPORT_SOURCE_ARTIFACT_SIZE_LIMIT_EXCEEDED"); TagEkyc.IntegrationTests.Tip88C1C6BA3R2TerminalProjectionTests.StageCannotOvertakeTerminalIntent(intentFirst: False); TagEkyc.IntegrationTests.Tip88C1C6BA3R2TerminalProjectionTests.StageCannotOvertakeTerminalIntent(intentFirst: True)	Npgsql.NpgsqlException : Exception while reading from stream ---- System.IO.EndOfStreamException : Attempted to read past the end of the stream.	EXCLUDED_DIAGNOSTIC			PostgreSQL bootstrap EndOfStreamException before any business assertion in all five cases.	packet#failed-run-audit/FR047;matrix#failed-run-audit/FR047;ledger#failed-run-audit/FR047
FR048	server/tests/TagEkyc.IntegrationTests/TestResults/a3-r2r6-ti-r3-guard-red.trx	F4C78DB0462FC34302D8C67F297156FA5637F8B7CE2BF5A0D078F2EB6E66CD20	2	1	1	0	TagEkyc.IntegrationTests.Tip88C1C6BA3R2TerminalProjectionTests.StageCannotOvertakeTerminalIntent(intentFirst: True)	Npgsql.PostgresException : P0001: A3_R2_TERMINAL_INTENT_STAGE_FORBIDDEN	SUPERSEDED_RED		a3-r2r6-ti-r3-final-guard-red.trx	Earlier valid RED replaced as current-source evidence by the named successor; do not count twice.	packet#failed-run-audit/FR048;matrix#failed-run-audit/FR048;ledger#failed-run-audit/FR048
