RecordKind	OutcomeCode	RowId	RequirementSummary	Phase	Authority	AuthorityStatus	ProductionProducers	ProducerCount	ProducerReachableInActivated	ReachabilityEvidence	SharedMechanism	ExistingProof	ProofStrength	ProofBoundary	RestoreEvidence	RestoredGate	AuditDisposition	ExactGap	ActivationBlockingBasis	Notes
OUTCOME_CODE	RAW_EXPORT_SOURCE_AVAILABLE	NONE	RAW_EXPORT_SOURCE_AVAILABLE requires 200 S at A3 P6/P7 with Actual R5 published head; later replay O17; retain durable R6 cleanup.	A3 P6/P7	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:191;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_proof_reconciliation_v0_2.md:142	HOMEOWNER_RATIFIED	server/src/TagEkyc.Infrastructure/RawExport/CaptureRuntimeSourcePipeline.cs:1480	1	YES	server/src/TagEkyc.Api/CaptureRuntimeRouteRegistration.cs:25;server/src/TagEkyc.Application/CaptureRuntime/CaptureRuntimeStartup.cs:63	R5-PUBLICATION	R2R6HttpsPublicationReplayAndMismatchScenarios@server/tests/TagEkyc.IntegrationTests/Tip88C1C6BA3R2R6ClusterHttpTests.cs:49	MUTATION_DISCRIMINATED	SHIPPING_JOINED	NOT_TRACED	NONE	ALREADY_RATIFIED_COMPLETE	No remaining row closure work is asserted; any additional check would be beyond the ratified evidence.	NOT_TRACED	Already ratified; disposition describes only residual optional audit work.
OUTCOME_CODE	SOURCE_ENCRYPTION_FAILED	P23 A3_S02_O23_ExactOutcomeShapeStatusAndResidue	SOURCE_ENCRYPTION_FAILED requires NO EGRESS at Internal P5 cause with Project recoverability to O18/O20 after exact cleanup.	Internal P5 cause	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:192	CANDIDATE_ONLY	NOT_TRACED	0	NO	NOT_TRACED	R2-INTERNAL-CAUSE	A3_S02_All14ExcludedCodesCannotEgress@server/tests/TagEkyc.IntegrationTests/Tip88C1C6BA3ClientServerAcceptanceTests.cs:172	GREEN_ONLY	FIXTURE_OR_SYNTHETIC	NOT_TRACED	NONE	AUTHORITY_DECISION_REQUIRED	Decide whether a literal O23 internal producer is necessary; current proof only excludes the code from the wire.	NOT_TRACED	Internal code absence is not a producer proof.
OUTCOME_CODE	RAW_EXPORT_SOURCE_TIME_BOUNDS_INVALID	P24 A3_S02_O24_ExactOutcomeShapeStatusAndResidue	RAW_EXPORT_SOURCE_TIME_BOUNDS_INVALID requires NO EGRESS at Readiness with Block activation, preserve existing residue.	Readiness	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:193	CANDIDATE_ONLY	server/src/TagEkyc.Infrastructure/RawExport/CustodyProfileReadinessValidator.cs:143	1	YES	server/src/TagEkyc.Infrastructure/RawExport/CaptureRuntimeRawIngressComposition.cs:187	READINESS-TIME-BOUNDS	OrdinaryProgramActivatedInvalidTimeBoundsStopsBeforeAnyIngress@server/tests/TagEkyc.IntegrationTests/Tip88C1C6BA3BrokerPipelineTests.cs:1024	GREEN_ONLY	SHIPPING_JOINED	NOT_TRACED	NONE	AUTHORITY_DECISION_REQUIRED	Decide whether the full time-bound relationship matrix and pre-existing-residue Activated join must gate activation.	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_planning_brief.md:3446	Structural reachability assumes a future zero-open seal; current seal blocks Activated.
OUTCOME_CODE	RAW_EXPORT_SOURCE_CAPACITY_CONFIGURATION_INVALID	P25 A3_S02_O25_ExactOutcomeShapeStatusAndResidue	RAW_EXPORT_SOURCE_CAPACITY_CONFIGURATION_INVALID requires NO EGRESS at Readiness with Invalid capacity config blocks new work.	Readiness	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:194	CANDIDATE_ONLY	server/src/TagEkyc.Api/Program.cs:117;server/src/TagEkyc.Infrastructure/RawExport/CaptureRuntimeRawIngressComposition.cs:76;agent/src/TagEkyc.CaptureAgent.Core/CaptureAgentProductionConfigGate.cs:166	3	YES	server/src/TagEkyc.Api/Program.cs:117	READINESS-CAPACITY	OrdinaryProgramActivatedInvalidCapacityStopsBeforeAnyIngress@server/tests/TagEkyc.IntegrationTests/Tip88C1C6BA3BrokerPipelineTests.cs:950	GREEN_ONLY	SHIPPING_JOINED	NOT_TRACED	NONE	AUTHORITY_DECISION_REQUIRED	Decide whether active ChunkSize framing and all eight owning-side capacity keys must be joined before Activated.	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_planning_brief.md:3447	Structural reachability assumes a future zero-open seal; current seal blocks Activated.
OUTCOME_CODE	RAW_EXPORT_INGRESS_TRANSPORT_POSTURE_INVALID	P26 A3_S02_O26_ExactOutcomeShapeStatusAndResidue	RAW_EXPORT_INGRESS_TRANSPORT_POSTURE_INVALID requires NO EGRESS at Ingress readiness with Block admission; no silent transport downgrade.	Ingress readiness	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:195	CANDIDATE_ONLY	NOT_TRACED	0	NO	NOT_TRACED	INGRESS-POSTURE	NONE	NONE	NONE	NOT_TRACED	NONE	AUTHORITY_DECISION_REQUIRED	Choose the production proxy and pre-admission buffering owner before requiring the literal O26 readiness diagnostic.	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_planning_brief.md:3448	Structural reachability assumes a future zero-open seal; current seal blocks Activated.
OUTCOME_CODE	RAW_EXPORT_CAPTURE_HOST_POSTURE_INVALID	P27 A3_S02_O27_ExactOutcomeShapeStatusAndResidue	RAW_EXPORT_CAPTURE_HOST_POSTURE_INVALID requires NO EGRESS at Agent readiness with Block local retained submission.	Agent readiness	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:196	CANDIDATE_ONLY	NOT_TRACED	0	NO	NOT_TRACED	AGENT-HOST-POSTURE	NONE	NONE	NONE	NOT_TRACED	NONE	AUTHORITY_DECISION_REQUIRED	Choose a real host-posture owner and residual-risk policy for memory swap hibernation dump debugger and identity controls.	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_planning_brief.md:3449	Structural reachability assumes a future zero-open seal; current seal blocks Activated.
OUTCOME_CODE	RAW_EXPORT_CUSTODY_RECONCILIATION_HOST_POSTURE_INVALID	P28 A3_S02_O28_ExactOutcomeShapeStatusAndResidue	RAW_EXPORT_CUSTODY_RECONCILIATION_HOST_POSTURE_INVALID requires NO EGRESS at Worker readiness with Preserve residue; block unqualified worker.	Worker readiness	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:197	CANDIDATE_ONLY	NOT_TRACED	0	NO	NOT_TRACED	RECONCILER-HOST-POSTURE	NONE	NONE	NONE	NOT_TRACED	NONE	AUTHORITY_DECISION_REQUIRED	Choose the independent per-scan reconciler posture owner and unsupported-OS residual-risk policy.	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_planning_brief.md:3450	Structural reachability assumes a future zero-open seal; current seal blocks Activated.
OUTCOME_CODE	RAW_EXPORT_AUTHORITY_INVALID	P29 A3_S02_O29_ExactOutcomeShapeStatusAndResidue	RAW_EXPORT_AUTHORITY_INVALID requires NO EGRESS at Assembly/B4 with Do not import export authority code into ingress.	Assembly/B4	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:198;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/a3_macro_wave_w2_homeowner_scope_decision_v1.md:10;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/raw_export_delivery_activation_topology_decision_v1.md:5	OPERATIVE_IMPLEMENTATION_AUTHORITY	DurableRawExportAssemblyWorkSource@server/src/TagEkyc.Infrastructure/RawExport/RawExportAssemblyRuntimeInfrastructure.cs:142	1	YES	server/src/TagEkyc.Infrastructure/RawExport/RawExportAssemblyServiceCollectionExtensions.cs:41;server/src/TagEkyc.Api/Program.cs:70;server/tests/TagEkyc.IntegrationTests/RawExportDeliverySameJobEndToEndTests.cs	ASSEMBLY-WORK-SOURCE	C113_second_fresh_barrier_immediately_precedes_prepare@server/tests/TagEkyc.IntegrationTests/Tip88C1C1ResolverAssemblyTests.cs:475	COMPONENT_ONLY	FIXTURE_OR_SYNTHETIC	NOT_TRACED	NONE	TEST_REQUIRED	Joined DurableWorker proof must show authority-invalid recording before any source/provider read.	ROW_PROOF_AND_HOMEOWNER_RATIFICATION	Production durable work source and same-Job delivery success path now exist. Raw-export delivery ratification does not ratify this exact failure row.
OUTCOME_CODE	RAW_EXPORT_SOURCE_SELECTION_NONE	P30 A3_S02_O30_ExactOutcomeShapeStatusAndResidue	RAW_EXPORT_SOURCE_SELECTION_NONE requires NO EGRESS at Selection/assembly with No source binding/provider read.	Selection/assembly	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:199;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/a3_macro_wave_w2_homeowner_scope_decision_v1.md:10;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/raw_export_delivery_activation_topology_decision_v1.md:5	OPERATIVE_IMPLEMENTATION_AUTHORITY	DurableRawExportAssemblyWorkSource@server/src/TagEkyc.Infrastructure/RawExport/RawExportAssemblyRuntimeInfrastructure.cs:142	1	YES	server/src/TagEkyc.Infrastructure/RawExport/RawExportAssemblyServiceCollectionExtensions.cs:41;server/src/TagEkyc.Api/Program.cs:70;server/tests/TagEkyc.IntegrationTests/RawExportDeliverySameJobEndToEndTests.cs	ASSEMBLY-WORK-SOURCE	C102_missing_duplicate_or_mismatched_source_has_zero_bindings@server/tests/TagEkyc.IntegrationTests/Tip88C1C1ResolverAssemblyTests.cs:257	COMPONENT_ONLY	FIXTURE_OR_SYNTHETIC	NOT_TRACED	NONE	TEST_REQUIRED	Joined DurableWorker proof must show the zero-eligible-source outcome with no binding or provider read.	ROW_PROOF_AND_HOMEOWNER_RATIFICATION	Production durable work source and same-Job delivery success path now exist. Raw-export delivery ratification does not ratify this exact failure row.
OUTCOME_CODE	RAW_EXPORT_SOURCE_SELECTION_AMBIGUOUS	P31 A3_S02_O31_ExactOutcomeShapeStatusAndResidue	RAW_EXPORT_SOURCE_SELECTION_AMBIGUOUS requires NO EGRESS at Selection/assembly with No selection mutation/provider read.	Selection/assembly	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:200;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/a3_macro_wave_w2_homeowner_scope_decision_v1.md:10;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/raw_export_delivery_activation_topology_decision_v1.md:5	OPERATIVE_IMPLEMENTATION_AUTHORITY	DurableRawExportAssemblyWorkSource@server/src/TagEkyc.Infrastructure/RawExport/RawExportAssemblyRuntimeInfrastructure.cs:142	1	YES	server/src/TagEkyc.Infrastructure/RawExport/RawExportAssemblyServiceCollectionExtensions.cs:41;server/src/TagEkyc.Api/Program.cs:70;server/tests/TagEkyc.IntegrationTests/RawExportDeliverySameJobEndToEndTests.cs	ASSEMBLY-WORK-SOURCE	A3_W2_AssemblyExactOutcomeMatrixUsesOneSharedProviderFixture@server/tests/TagEkyc.IntegrationTests/Tip88C1C1ResolverAssemblyTests.cs:542	COMPONENT_ONLY	FIXTURE_OR_SYNTHETIC	NOT_TRACED	NONE	TEST_REQUIRED	Joined DurableWorker proof must show the multiple-eligible-source ambiguity outcome without selection mutation or provider read.	ROW_PROOF_AND_HOMEOWNER_RATIFICATION	Production durable work source and same-Job delivery success path now exist. Raw-export delivery ratification does not ratify this exact failure row.
OUTCOME_CODE	RAW_EXPORT_SOURCE_SELECTION_CONFLICT	P32 A3_S02_O32_ExactOutcomeShapeStatusAndResidue	RAW_EXPORT_SOURCE_SELECTION_CONFLICT requires NO EGRESS at Selection CAS with Frozen mapping unchanged.	Selection CAS	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:201;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/a3_macro_wave_w2_homeowner_scope_decision_v1.md:10;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/raw_export_delivery_activation_topology_decision_v1.md:5	OPERATIVE_IMPLEMENTATION_AUTHORITY	DurableRawExportAssemblyWorkSource@server/src/TagEkyc.Infrastructure/RawExport/RawExportAssemblyRuntimeInfrastructure.cs:142	1	YES	server/src/TagEkyc.Infrastructure/RawExport/RawExportAssemblyServiceCollectionExtensions.cs:41;server/src/TagEkyc.Api/Program.cs:70;server/tests/TagEkyc.IntegrationTests/RawExportDeliverySameJobEndToEndTests.cs	ASSEMBLY-WORK-SOURCE	A3_W2_AssemblyExactOutcomeMatrixUsesOneSharedProviderFixture@server/tests/TagEkyc.IntegrationTests/Tip88C1C1ResolverAssemblyTests.cs:542	COMPONENT_ONLY	FIXTURE_OR_SYNTHETIC	NOT_TRACED	NONE	TEST_REQUIRED	Joined DurableWorker proof must show the frozen-selection conflict outcome with the mapping unchanged.	ROW_PROOF_AND_HOMEOWNER_RATIFICATION	Production durable work source and same-Job delivery success path now exist. Raw-export delivery ratification does not ratify this exact failure row.
OUTCOME_CODE	RAW_EXPORT_SOURCE_UNAVAILABLE	P33 A3_S02_O33_ExactOutcomeShapeStatusAndResidue	RAW_EXPORT_SOURCE_UNAVAILABLE requires NO EGRESS at Later resolver/assembly with No assembly/provider read; no false Available.	Later resolver/assembly	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:202;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/a3_macro_wave_w2_homeowner_scope_decision_v1.md:10;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/raw_export_delivery_activation_topology_decision_v1.md:5	OPERATIVE_IMPLEMENTATION_AUTHORITY	DurableRawExportAssemblyWorkSource@server/src/TagEkyc.Infrastructure/RawExport/RawExportAssemblyRuntimeInfrastructure.cs:142	1	YES	server/src/TagEkyc.Infrastructure/RawExport/RawExportAssemblyServiceCollectionExtensions.cs:41;server/src/TagEkyc.Api/Program.cs:70;server/tests/TagEkyc.IntegrationTests/RawExportDeliverySameJobEndToEndTests.cs	ASSEMBLY-WORK-SOURCE	A3_ASSEMBLY_P33_SelectedCommittedSourceIsUnavailableWithoutProviderRead@server/tests/TagEkyc.IntegrationTests/Tip88C1C1ResolverAssemblyTests.cs:516	COMPONENT_ONLY	FIXTURE_OR_SYNTHETIC	NOT_TRACED	NONE	TEST_REQUIRED	Joined DurableWorker proof must show selected-source unavailability before assembly/provider read.	ROW_PROOF_AND_HOMEOWNER_RATIFICATION	Production durable work source and same-Job delivery success path now exist. Raw-export delivery ratification does not ratify this exact failure row.
OUTCOME_CODE	RAW_EXPORT_SOURCE_INTEGRITY_INVALID	P34 A3_S02_O34_ExactOutcomeShapeStatusAndResidue	RAW_EXPORT_SOURCE_INTEGRITY_INVALID requires NO EGRESS at Assembly verification with Owned corruption/quarantine evidence, not R27 mismatch.	Assembly verification	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:203;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/a3_macro_wave_w2_homeowner_scope_decision_v1.md:10;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/raw_export_delivery_activation_topology_decision_v1.md:5	OPERATIVE_IMPLEMENTATION_AUTHORITY	DurableRawExportAssemblyWorkSource@server/src/TagEkyc.Infrastructure/RawExport/RawExportAssemblyRuntimeInfrastructure.cs:142	1	YES	server/src/TagEkyc.Infrastructure/RawExport/RawExportAssemblyServiceCollectionExtensions.cs:41;server/src/TagEkyc.Api/Program.cs:70;server/tests/TagEkyc.IntegrationTests/RawExportDeliverySameJobEndToEndTests.cs	ASSEMBLY-WORK-SOURCE	A3_W2_AssemblyExactOutcomeMatrixUsesOneSharedProviderFixture@server/tests/TagEkyc.IntegrationTests/Tip88C1C1ResolverAssemblyTests.cs:542	COMPONENT_ONLY	FIXTURE_OR_SYNTHETIC	NOT_TRACED	NONE	TEST_REQUIRED	Joined DurableWorker proof must show source-integrity failure with quarantine/no-egress residue.	ROW_PROOF_AND_HOMEOWNER_RATIFICATION	Production durable work source and same-Job delivery success path now exist. Raw-export delivery ratification does not ratify this exact failure row.
OUTCOME_CODE	RAW_EXPORT_ASSEMBLY_PREPARE_FAILED	P35 A3_S02_O35_ExactOutcomeShapeStatusAndResidue	RAW_EXPORT_ASSEMBLY_PREPARE_FAILED requires NO EGRESS at C2 preparation with Exact prepare abort, no assembly identity.	C2 preparation	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:204;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/a3_macro_wave_w2_homeowner_scope_decision_v1.md:10;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/raw_export_delivery_activation_topology_decision_v1.md:5	OPERATIVE_IMPLEMENTATION_AUTHORITY	DurableRawExportAssemblyWorkSource@server/src/TagEkyc.Infrastructure/RawExport/RawExportAssemblyRuntimeInfrastructure.cs:142	1	YES	server/src/TagEkyc.Infrastructure/RawExport/RawExportAssemblyServiceCollectionExtensions.cs:41;server/src/TagEkyc.Api/Program.cs:70;server/tests/TagEkyc.IntegrationTests/RawExportDeliverySameJobEndToEndTests.cs	ASSEMBLY-WORK-SOURCE	A3_W2_AssemblyExactOutcomeMatrixUsesOneSharedProviderFixture@server/tests/TagEkyc.IntegrationTests/Tip88C1C1ResolverAssemblyTests.cs:542	COMPONENT_ONLY	FIXTURE_OR_SYNTHETIC	NOT_TRACED	NONE	TEST_REQUIRED	Joined DurableWorker proof must show C2 prepare failure with exact abort and no assembly identity.	ROW_PROOF_AND_HOMEOWNER_RATIFICATION	Production durable work source and same-Job delivery success path now exist. Raw-export delivery ratification does not ratify this exact failure row.
OUTCOME_CODE	RAW_EXPORT_ASSEMBLY_CLASS_SET_MISMATCH	P36 A3_S02_O36_ExactOutcomeShapeStatusAndResidue	RAW_EXPORT_ASSEMBLY_CLASS_SET_MISMATCH requires NO EGRESS at Seal with No seal/assembly identity.	Seal	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_composition_dispatch_v0_5.md:205;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/a3_macro_wave_w2_homeowner_scope_decision_v1.md:10;server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/raw_export_delivery_activation_topology_decision_v1.md:5	OPERATIVE_IMPLEMENTATION_AUTHORITY	DurableRawExportAssemblyWorkSource@server/src/TagEkyc.Infrastructure/RawExport/RawExportAssemblyRuntimeInfrastructure.cs:142	1	YES	server/src/TagEkyc.Infrastructure/RawExport/RawExportAssemblyServiceCollectionExtensions.cs:41;server/src/TagEkyc.Api/Program.cs:70;server/tests/TagEkyc.IntegrationTests/RawExportDeliverySameJobEndToEndTests.cs	ASSEMBLY-WORK-SOURCE	A3_W2_AssemblyExactOutcomeMatrixUsesOneSharedProviderFixture@server/tests/TagEkyc.IntegrationTests/Tip88C1C1ResolverAssemblyTests.cs:542	COMPONENT_ONLY	FIXTURE_OR_SYNTHETIC	NOT_TRACED	NONE	TEST_REQUIRED	Joined DurableWorker proof must show class-set mismatch with no sealed assembly identity.	ROW_PROOF_AND_HOMEOWNER_RATIFICATION	Production durable work source and same-Job delivery success path now exist. Raw-export delivery ratification does not ratify this exact failure row.
PARTITION_ONLY_INVARIANT	NONE	BP12 CleanupSurvivesHttpReceiptLoss	After HTTP receipt loss cleanup resumes from durable ciphertext and disposition without body resend.	R2-R6 cleanup	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_pipeline_contract_v0_5.md:361	CANDIDATE_ONLY	server/src/TagEkyc.Infrastructure/RawExport/CaptureRuntimeSourcePipeline.cs:1440	1	YES	server/src/TagEkyc.Api/CaptureRuntimeRouteRegistration.cs:25;server/src/TagEkyc.Application/CaptureRuntime/CaptureRuntimeStartup.cs:63	PROCESS_KILL-G-L-G-H	R2R6_ClusterProcessKillMatrixUsesSharedInfrastructureAndIsolatedSources@server/tests/TagEkyc.IntegrationTests/Tip88C1C6BA3R2TerminalProjectionTests.cs:909	COMPONENT_ONLY	PRODUCTION_COMPONENT	NOT_TRACED	NONE	AUTHORITY_DECISION_REQUIRED	Decide whether receipt-loss cleanup must be joined to the same process-killed source before Activated.	NOT_TRACED	Named candidate contract is documentation only and does not itself authorize implementation or activation.
PARTITION_ONLY_INVARIANT	NONE	BP19 AllStageEnumMembersHaveExactProjection	Each production R2-R6 stage enum projects to an exact allowed outcome without inventing a stronger result for an unknown stage.	R2-R6 stage projection	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_pipeline_contract_v0_5.md:296	CANDIDATE_ONLY	NOT_TRACED	0	NO	NOT_TRACED	G-M	NONE	NONE	NONE	NOT_TRACED	NONE	DEFERRED_UNREACHABLE	Unknown numeric stage cannot be emitted by the traced stage catalogue without a new producer or corruption path.	NOT_TRACED	Named candidate contract is documentation only and does not itself authorize implementation or activation.
PARTITION_ONLY_INVARIANT	NONE	BP20 TransientO18SettlesThenSameOwnerRetryReachesAvailable	A settled transient O18 permits one same-owner RE01 successor and reaches Available without rewriting the old attempt.	RE01 after transient R2	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_pipeline_contract_v0_5.md:138	CANDIDATE_ONLY	server/src/TagEkyc.Infrastructure/Persistence/Migrations/20260913120000_Tip88C1C6BA3RetainedIngressComposition.cs:4471	1	YES	server/src/TagEkyc.Api/CaptureRuntimeRouteRegistration.cs:25;server/src/TagEkyc.Application/CaptureRuntime/CaptureRuntimeStartup.cs:63	REENTRY-STATE-CAS	Re01_LostR1RetryAppendsOneFreshAttemptAndRenewsOnlyDerivedLease@server/tests/TagEkyc.IntegrationTests/Tip88C1C6BA3R2TerminalProjectionTests.cs:2696	COMPONENT_ONLY	PRODUCTION_COMPONENT	NOT_TRACED	NONE	AUTHORITY_DECISION_REQUIRED	Decide whether the missing same-source race and terminal-owner joins are Activated blockers rather than component hardening.	NOT_TRACED	Named candidate contract is documentation only and does not itself authorize implementation or activation.
PARTITION_ONLY_INVARIANT	NONE	BP20 ReentryCannotRaceStageOrTerminalIntent	RE01 cannot race R3 staging or TI01 terminal intent into mixed head and intent state.	RE01 versus R3 or TI01	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_pipeline_contract_v0_5.md:138	CANDIDATE_ONLY	server/src/TagEkyc.Infrastructure/Persistence/Migrations/20260913120000_Tip88C1C6BA3RetainedIngressComposition.cs:4471	1	YES	server/src/TagEkyc.Api/CaptureRuntimeRouteRegistration.cs:25;server/src/TagEkyc.Application/CaptureRuntime/CaptureRuntimeStartup.cs:63	REENTRY-STATE-CAS	Re01_LostR1RetryAppendsOneFreshAttemptAndRenewsOnlyDerivedLease@server/tests/TagEkyc.IntegrationTests/Tip88C1C6BA3R2TerminalProjectionTests.cs:2696	COMPONENT_ONLY	PRODUCTION_COMPONENT	NOT_TRACED	NONE	AUTHORITY_DECISION_REQUIRED	Decide whether the missing same-source race and terminal-owner joins are Activated blockers rather than component hardening.	NOT_TRACED	Named candidate contract is documentation only and does not itself authorize implementation or activation.
PARTITION_ONLY_INVARIANT	NONE	BP20 TerminalOrDifferentOwnerCannotReenter	Terminal or different-owner attempts cannot reuse the same-owner RE01 path.	RE01 admission	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_pipeline_contract_v0_5.md:138	CANDIDATE_ONLY	server/src/TagEkyc.Infrastructure/Persistence/Migrations/20260913120000_Tip88C1C6BA3RetainedIngressComposition.cs:4471	1	YES	server/src/TagEkyc.Api/CaptureRuntimeRouteRegistration.cs:25;server/src/TagEkyc.Application/CaptureRuntime/CaptureRuntimeStartup.cs:63	REENTRY-STATE-CAS	Re01_LostR1RetryAppendsOneFreshAttemptAndRenewsOnlyDerivedLease@server/tests/TagEkyc.IntegrationTests/Tip88C1C6BA3R2TerminalProjectionTests.cs:2696	COMPONENT_ONLY	PRODUCTION_COMPONENT	NOT_TRACED	NONE	AUTHORITY_DECISION_REQUIRED	Decide whether the missing same-source race and terminal-owner joins are Activated blockers rather than component hardening.	NOT_TRACED	Named candidate contract is documentation only and does not itself authorize implementation or activation.
PARTITION_ONLY_INVARIANT	NONE	BP20 ExpiredTransientAttemptFinalizesRecaptureWithoutHistoryRewrite	An expired transient attempt finalizes O20 once while preserving old history bytes.	TI01 and TI02	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_pipeline_contract_v0_5.md:138	CANDIDATE_ONLY	server/src/TagEkyc.Infrastructure/Persistence/Migrations/20260913120000_Tip88C1C6BA3RetainedIngressComposition.cs:4471	1	YES	server/src/TagEkyc.Api/CaptureRuntimeRouteRegistration.cs:25;server/src/TagEkyc.Application/CaptureRuntime/CaptureRuntimeStartup.cs:63	REENTRY-STATE-CAS	Re01_LostR1RetryAppendsOneFreshAttemptAndRenewsOnlyDerivedLease@server/tests/TagEkyc.IntegrationTests/Tip88C1C6BA3R2TerminalProjectionTests.cs:2696	COMPONENT_ONLY	PRODUCTION_COMPONENT	NOT_TRACED	NONE	AUTHORITY_DECISION_REQUIRED	Decide whether the missing same-source race and terminal-owner joins are Activated blockers rather than component hardening.	NOT_TRACED	Named candidate contract is documentation only and does not itself authorize implementation or activation.
PARTITION_ONLY_INVARIANT	NONE	BP21 LostR1ResponseBeforeKeyRecoversWithoutMaterial	Loss of the R1 response before key preparation recovers from durable lease and no-provider evidence without creating old material.	R1 loss to NPS01 and RE01	server/docs/tips/tip_88c1_secure_raw_source_sealed_assembly/tip_88c1_c6b_a3_broker_pipeline_contract_v0_5.md:162	CANDIDATE_ONLY	server/src/TagEkyc.Infrastructure/Persistence/Migrations/20260913120000_Tip88C1C6BA3RetainedIngressComposition.cs:4475	1	YES	server/src/TagEkyc.Api/CaptureRuntimeRouteRegistration.cs:25;server/src/TagEkyc.Application/CaptureRuntime/CaptureRuntimeStartup.cs:63	PROCESS_KILL-NPS01-RE01	Nps01_LostR1WithoutProviderPersistsOnlyOperationalPair@server/tests/TagEkyc.IntegrationTests/Tip88C1C6BA3R2TerminalProjectionTests.cs:2175	COMPONENT_ONLY	PRODUCTION_COMPONENT	NOT_TRACED	NONE	AUTHORITY_DECISION_REQUIRED	Decide whether the same-source process-death after lost R1 response is activation-blocking.	NOT_TRACED	Named candidate contract is documentation only and does not itself authorize implementation or activation.
